organization,labor_hours,status,licenses,date_created
Sandia National Laboratories (SNL),0.0,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Argonne National Laboratory (ANL),0.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Office of Scientific and Technical Information (OSTI),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),1656.8,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Contractor (CONTR),0.0,Production,['GPL-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Apache-2.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-2.0'],2017-10-25
Brookhaven National Laboratory (BNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['LGPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Brookhaven National Laboratory (BNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),24624.0,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),0.0,Production,['LGPL-2.1'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['LGPL-2.1'],2017-10-25
Ames Laboratory (AMES),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-2-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['GPL-3.0'],2017-10-25
Ames Laboratory (AMES),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['MPL-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),8755.2,Production,['Other'],2017-10-25
Argonne National Laboratory (ANL),5502.4,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),12555.2,Production,['GPL-2.1'],2017-10-25
Idaho National Laboratory (INL),6840.0,Production,['LGPL-2.1'],2017-10-25
Oak Ridge National Laboratory (ORNL),2492.8,Production,['GPL-2.0'],2017-10-25
Contractor (CONTR),4636.0,Production,['Other'],2017-10-25
Contractor (CONTR),14394.4,Production,['BSD-3-Clause'],2017-10-25
Contractor (CONTR),8816.0,Production,['GPL-3.0'],2017-10-25
Contractor (CONTR),45.6,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),87278.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),213088.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),21371.2,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),60.8,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),425.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),76.0,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),43487.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),20778.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),314837.6,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),927.2,Production,['MIT'],2017-10-25
Office of Scientific and Technical Information (OSTI),2219.2,Development,['BSD-3-Clause'],2017-10-31
National Renewable Energy Laboratory (NREL),13528.0,Production,['BSD-3-Clause'],2017-11-08
Oak Ridge National Laboratory (ORNL),92902.4,Development,['EPL-1.0'],2017-11-15
Oak Ridge National Laboratory (ORNL),40052.0,Development,['EPL-1.0'],2017-11-15
Oak Ridge National Laboratory (ORNL),0.0,Development,['EPL-1.0'],2017-11-15
Pacific Northwest National Laboratory (PNNL),273.6,Development,['MIT'],2017-11-21
Pacific Northwest National Laboratory (PNNL),7645.6,Development,['BSD-2-Clause'],2017-11-29
Pacific Northwest National Laboratory (PNNL),0.0,Development,['BSD-2-Clause'],2017-11-29
Pacific Northwest National Laboratory (PNNL),0.0,Development,['BSD-2-Clause'],2017-11-29
Los Alamos National Laboratory (LANL),101308.0,Production,['BSD-3-Clause'],2017-12-11
Pacific Northwest National Laboratory (PNNL),109880.8,Development,['BSD-2-Clause'],2017-12-12
Pacific Northwest National Laboratory (PNNL),40371.2,Development,['MIT'],2017-12-12
Pacific Northwest National Laboratory (PNNL),18331.2,Development,['MIT'],2017-12-13
Los Alamos National Laboratory (LANL),7676.0,Production,['Other'],2017-12-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2017-12-19
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2017-12-19
Los Alamos National Laboratory (LANL),0.0,Development,['Other'],2018-01-09
National Renewable Energy Laboratory (NREL),8664.0,Production,['Other'],2018-01-15
Argonne National Laboratory (ANL),167.2,Development,['BSD-3-Clause'],2018-01-23
Lawrence Berkeley National Laboratory (LBNL),5122.4,Development,['Apache-2.0'],2018-01-23
Los Alamos National Laboratory (LANL),744.8,Production,['BSD-3-Clause'],2018-01-25
Pacific Northwest National Laboratory (PNNL),440.8,Production,['BSD-2-Clause'],2018-01-26
Los Alamos National Laboratory (LANL),4119.2,Production,['BSD-3-Clause'],2018-01-29
Los Alamos National Laboratory (LANL),1489.6,Production,['BSD-3-Clause'],2018-01-29
Los Alamos National Laboratory (LANL),1368.0,Production,['BSD-3-Clause'],2018-01-29
Contractor (CONTR),2523.2,Development,['MIT'],2018-01-31
Oak Ridge National Laboratory (ORNL),5654.4,Production,['BSD-3-Clause'],2018-02-01
Pacific Northwest National Laboratory (PNNL),2538.4,Development,['BSD-2-Clause'],2018-02-07
Los Alamos National Laboratory (LANL),38668.8,Development,['BSD-3-Clause'],2018-02-08
Sandia National Laboratories (SNL),314837.6,Production,['BSD-3-Clause'],2018-02-08
Thomas Jefferson National Accelerator Facility (TJNAF),672037.6,Production,['BSD-3-Clause'],2018-02-08
SLAC National Accelerator Laboratory (SLAC),3161.6,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),5168.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),8740.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1048.8,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),76.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),21386.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),32680.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),2812.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),152.0,Development,['MIT'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),410.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1641.6,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1596.0,Development,['Apache-2.0'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),3663.2,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1915.2,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),3298.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1337.6,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1200.8,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),5608.8,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),3708.8,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1535.2,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),471.2,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),2766.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),608.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),2021.6,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),60.8,Development,['MIT'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),17586.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1216.0,Development,['LGPL-3.0'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),486.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),34260.8,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),14546.4,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),532.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1444.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),3967.2,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),195016.0,Development,['Other'],2018-02-14
SLAC National Accelerator Laboratory (SLAC),1596.0,Development,['Other'],2018-02-14
Los Alamos National Laboratory (LANL),0.0,Production,['Other'],2018-02-16
Pacific Northwest National Laboratory (PNNL),9013.6,Development,['MIT'],2018-02-20
Pacific Northwest National Laboratory (PNNL),49065.6,Development,['MIT'],2018-02-20
Pacific Northwest National Laboratory (PNNL),182.4,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),516.8,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),121.6,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),729.6,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),10032.0,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),942.4,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),684.0,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),4620.8,Development,['Apache-2.0'],2018-02-20
Pacific Northwest National Laboratory (PNNL),462475.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),116112.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),188297.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),110990.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),2143.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),760.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),10883.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),957.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1656.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),2006.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),108132.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1641.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),760.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),91017.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),74692.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),306447.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),440.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),501.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),532.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1763.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),321601.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),775.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),127345.6,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),63353.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),335874.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),2021.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),114304.0,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),76015.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),121.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),212.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),4225.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),47348.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),4575.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),36571.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),25262.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),57425.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),30962.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),6596.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),132179.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),5472.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),456.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),3024.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),334.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),395.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),8284.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),514444.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),282218.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),19516.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),15549.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),29609.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1550.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1717.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),4104.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),5304.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),7296.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),44277.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),5548.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),51725.6,Development,['MIT'],2018-02-21
Pacific Northwest National Laboratory (PNNL),22906.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),11430.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),3116.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),25475.2,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),790.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1398.4,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),106263.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),288.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),3511.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),5152.8,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),319.2,Development,['BSD-2-Clause'],2018-02-21
Pacific Northwest National Laboratory (PNNL),76.0,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),364.8,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),988.0,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),7569.6,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),243.2,Development,['Apache-2.0'],2018-02-21
Pacific Northwest National Laboratory (PNNL),167.2,Development,['MIT'],2018-02-21
Pacific Northwest National Laboratory (PNNL),73735.2,Development,['MIT'],2018-02-21
Pacific Northwest National Laboratory (PNNL),2796.8,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),2705.6,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),456.0,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1292.0,Development,['BSD-3-Clause'],2018-02-21
Pacific Northwest National Laboratory (PNNL),134793.6,Development,['Other'],2018-02-21
Pacific Northwest National Laboratory (PNNL),4043.2,Development,['BSD-3-Clause'],2018-02-21
Pacific Northwest National Laboratory (PNNL),1200.8,Development,['BSD-3-Clause'],2018-02-21
Pacific Northwest National Laboratory (PNNL),33728.8,Development,['MIT'],2018-02-21
Pacific Northwest National Laboratory (PNNL),7995.2,Development,['MIT'],2018-02-22
Pacific Northwest National Laboratory (PNNL),125795.2,Development,['MIT'],2018-02-22
Pacific Northwest National Laboratory (PNNL),18285.6,Development,['Other'],2018-02-22
Pacific Northwest National Laboratory (PNNL),167.2,Development,['Other'],2018-02-22
Pacific Northwest National Laboratory (PNNL),152.0,Development,['MIT'],2018-02-22
Pacific Northwest National Laboratory (PNNL),91.2,Development,['Other'],2018-02-22
Pacific Northwest National Laboratory (PNNL),2994.4,Development,['Other'],2018-02-22
Pacific Northwest National Laboratory (PNNL),5882.4,Development,['Apache-2.0'],2018-02-22
Lawrence Livermore National Laboratory (LLNL),3830.4,Production,['BSD-3-Clause'],2018-02-23
Pacific Northwest National Laboratory (PNNL),1033.6,Development,['BSD-2-Clause'],2018-02-26
Pacific Northwest National Laboratory (PNNL),228.0,Development,['BSD-2-Clause'],2018-02-26
Sandia National Laboratories (SNL),8876.8,Development,['BSD-3-Clause'],2018-03-01
Sandia National Laboratories (SNL),0.0,Production,['BSD-2-Clause'],2018-03-01
Lawrence Livermore National Laboratory (LLNL),47712.8,Production,['Apache-2.0'],2018-03-06
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2018-03-06
Pacific Northwest National Laboratory (PNNL),152.0,Development,['BSD-2-Clause'],2018-03-06
Los Alamos National Laboratory (LANL),0.0,Production,['Other'],2018-03-06
Lawrence Livermore National Laboratory (LLNL),68932.0,Production,['Apache-2.0'],2018-03-07
Los Alamos National Laboratory (LANL),2082.4,Production,['BSD-3-Clause'],2018-03-15
Los Alamos National Laboratory (LANL),69342.4,Production,['EPL-1.0'],2018-03-15
Los Alamos National Laboratory (LANL),136.8,Production,['BSD-3-Clause'],2018-03-16
Lawrence Livermore National Laboratory (LLNL),0.0,Production,['BSD-3-Clause'],2018-03-20
Lawrence Livermore National Laboratory (LLNL),4727.2,Production,['Apache-2.0'],2018-03-20
Brookhaven National Laboratory (BNL),3891.2,Development,['BSD-3-Clause'],2018-03-21
Fermi National Accelerator Laboratory (FNAL),12479.2,Production,['MIT'],2018-03-26
Pacific Northwest National Laboratory (PNNL),8086.4,Development,['BSD-2-Clause'],2018-03-28
Lawrence Livermore National Laboratory (LLNL),501.6,Production,['GPL-3.0'],2018-03-28
Lawrence Berkeley National Laboratory (LBNL),599928.8,Production,['BSD-3-Clause'],2018-03-30
Los Alamos National Laboratory (LANL),1601304.8,Production,['BSD-3-Clause'],2018-03-30
Contractor (CONTR),1945.6,Development,['Other'],2018-03-30
Pacific Northwest National Laboratory (PNNL),13573.6,Development,['Apache-2.0'],2018-04-02
Pacific Northwest National Laboratory (PNNL),11688.8,Development,['BSD-2-Clause'],2018-04-05
Lawrence Livermore National Laboratory (LLNL),532.0,Production,['Other'],2018-04-09
Los Alamos National Laboratory (LANL),34382.4,Production,['LGPL-2.1'],2018-04-10
Los Alamos National Laboratory (LANL),440.8,Production,['BSD-3-Clause'],2018-04-10
Los Alamos National Laboratory (LANL),3070.4,Production,['BSD-3-Clause'],2018-04-11
Sandia National Laboratories (SNL),3389.6,Production,['BSD-3-Clause'],2018-04-12
Sandia National Laboratories (SNL),108558.4,Production,['MIT'],2018-04-12
Sandia National Laboratories (SNL),6642.4,Development,['BSD-3-Clause'],2018-04-12
Oak Ridge National Laboratory (ORNL),136.8,Development,"['MPL-2.0', 'BSD-2-Clause', 'GPL-2.0', 'BSD-3-Clause', 'LGPL-3.0']",2018-04-13
Argonne National Laboratory (ANL),34184.8,Development,['BSD-3-Clause'],2018-04-13
Argonne National Laboratory (ANL),723352.8,Development,['Other'],2018-04-17
Oak Ridge National Laboratory (ORNL),577.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),1326808.0,Development,['Other'],2018-04-18
Oak Ridge National Laboratory (ORNL),6232.0,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),0.0,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),9287.2,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),2186413.6,Development,['BSD-2-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),66545.6,Production,['BSD-2-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),1278776.0,Development,['Other'],2018-04-18
Oak Ridge National Laboratory (ORNL),1839.2,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),1580.8,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),223212.0,Development,['Apache-2.0'],2018-04-18
Oak Ridge National Laboratory (ORNL),1900.0,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),680017.6,Development,['Other'],2018-04-18
Oak Ridge National Laboratory (ORNL),17510.4,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),2325.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),91.2,Development,['MIT'],2018-04-18
