organization,labor_hours,status,licenses,date_created
Oak Ridge National Laboratory (ORNL),501.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),273.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),197.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),91.2,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),20185.6,Development,['Apache-2.0'],2018-04-18
Oak Ridge National Laboratory (ORNL),3693.6,Development,['Other'],2018-04-18
Oak Ridge National Laboratory (ORNL),632213.6,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),638.4,Development,['Other'],2018-04-18
Oak Ridge National Laboratory (ORNL),40036.8,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),25080.0,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),34975.2,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),167.2,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),152.0,Development,['MIT'],2018-04-18
Oak Ridge National Laboratory (ORNL),260193.6,Development,['BSD-3-Clause'],2018-04-18
Oak Ridge National Laboratory (ORNL),428229.6,Development,['Apache-2.0'],2018-04-18
Oak Ridge National Laboratory (ORNL),319.2,Development,['MIT'],2018-04-18
Argonne National Laboratory (ANL),0.0,Development,['BSD-3-Clause'],2018-04-18
Los Alamos National Laboratory (LANL),1854.4,Production,['BSD-3-Clause'],2018-04-19
National Renewable Energy Laboratory (NREL),1018.4,Production,['Other'],2018-04-19
National Renewable Energy Laboratory (NREL),364.8,Production,['BSD-3-Clause'],2018-04-19
National Renewable Energy Laboratory (NREL),699.2,Production,['BSD-2-Clause'],2018-04-19
Oak Ridge National Laboratory (ORNL),62760.8,Development,['GPL-2.1'],2018-04-20
Pacific Northwest National Laboratory (PNNL),1322.4,Development,['BSD-2-Clause'],2018-04-20
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2018-04-23
National Renewable Energy Laboratory (NREL),744.8,Development,['MIT'],2018-04-23
Idaho National Laboratory (INL),3116.0,Production,['LGPL-2.1'],2018-04-24
Idaho National Laboratory (INL),1854.4,Production,['LGPL-2.1'],2018-04-24
Idaho National Laboratory (INL),456.0,Production,['MPL-2.0'],2018-04-24
Idaho National Laboratory (INL),14333.6,Production,['LGPL-2.1'],2018-04-24
Pacific Northwest National Laboratory (PNNL),13421.6,Development,['BSD-2-Clause'],2018-04-25
Pacific Northwest National Laboratory (PNNL),47560.8,Development,['BSD-2-Clause'],2018-04-26
Los Alamos National Laboratory (LANL),3024.8,Production,['BSD-3-Clause'],2018-05-01
Sandia National Laboratories (SNL),1276.8,Development,['BSD-3-Clause'],2018-05-02
Sandia National Laboratories (SNL),258.4,Development,['Unlicense'],2018-05-02
National Renewable Energy Laboratory (NREL),562.4,Production,['BSD-2-Clause'],2018-05-02
Thomas Jefferson National Accelerator Facility (TJNAF),8557.6,Production,['Other'],2018-05-08
Thomas Jefferson National Accelerator Facility (TJNAF),1869.6,Development,['Other'],2018-05-08
Los Alamos National Laboratory (LANL),1155.2,Production,['BSD-3-Clause'],2018-05-09
Los Alamos National Laboratory (LANL),60420.0,Production,['BSD-3-Clause'],2018-05-09
Lawrence Livermore National Laboratory (LLNL),9849.6,Production,['LGPL-2.1'],2018-05-10
Lawrence Livermore National Laboratory (LLNL),27755.2,Production,['BSD-3-Clause'],2018-05-10
Lawrence Berkeley National Laboratory (LBNL),1930.4,Production,['BSD-3-Clause'],2018-05-15
Pacific Northwest National Laboratory (PNNL),5228.8,Development,['BSD-2-Clause'],2018-05-15
Lawrence Berkeley National Laboratory (LBNL),4456883.2,Production,['BSD-3-Clause'],2018-05-18
Lawrence Berkeley National Laboratory (LBNL),4484.0,Production,['BSD-3-Clause'],2018-05-18
National Renewable Energy Laboratory (NREL),242196.8,Production,['MIT'],2018-05-22
National Renewable Energy Laboratory (NREL),28743.2,Production,['BSD-3-Clause'],2018-05-22
Lawrence Livermore National Laboratory (LLNL),17905.6,Production,['GPL-2.0'],2018-05-23
National Renewable Energy Laboratory (NREL),699.2,Production,['BSD-3-Clause'],2018-05-23
SLAC National Accelerator Laboratory (SLAC),1352.8,Development,['Apache-2.0'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),440.8,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),629310.4,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),10624.8,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),6064.8,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),425.6,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),6779.2,Development,['Apache-2.0'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),19167.2,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),6080.0,Development,['Apache-2.0'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),12996.0,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),160390.4,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),4104.0,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),516.8,Development,['Apache-2.0'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),27572.8,Development,['Other'],2018-05-24
SLAC National Accelerator Laboratory (SLAC),4803.2,Development,['Other'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),364.8,Development,['MIT'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),121356.8,Development,['Other'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),3936.8,Development,['Other'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),1915.2,Development,['Other'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),805.6,Development,['Other'],2018-05-30
Idaho National Laboratory (INL),25703.2,Development,['GPL-2.0'],2018-05-30
Idaho National Laboratory (INL),547.2,Development,['LGPL-2.1'],2018-05-30
Idaho National Laboratory (INL),136.8,Development,['Apache-2.0'],2018-05-30
Idaho National Laboratory (INL),121.6,Development,['LGPL-2.1'],2018-05-30
Idaho National Laboratory (INL),2568.8,Development,['LGPL-2.1'],2018-05-30
Idaho National Laboratory (INL),770108.0,Development,['Apache-2.0'],2018-05-30
Idaho National Laboratory (INL),1520.0,Development,['MIT'],2018-05-30
SLAC National Accelerator Laboratory (SLAC),820.8,Development,['Other'],2018-06-05
SLAC National Accelerator Laboratory (SLAC),836.0,Development,['Other'],2018-06-05
SLAC National Accelerator Laboratory (SLAC),60.8,Development,['Other'],2018-06-05
Los Alamos National Laboratory (LANL),380.0,Production,['BSD-3-Clause'],2018-06-08
Contractor (CONTR),744.8,Production,['BSD-3-Clause'],2018-06-12
Office of Scientific and Technical Information (OSTI),0.0,Production,[],2018-06-13
Lawrence Berkeley National Laboratory (LBNL),1902280.0,Development,['MIT'],2018-06-14
Lawrence Berkeley National Laboratory (LBNL),55799.2,Development,['BSD-2-Clause'],2018-06-14
Lawrence Berkeley National Laboratory (LBNL),7949.6,Development,['MIT'],2018-06-14
Pacific Northwest National Laboratory (PNNL),15.2,Development,['BSD-2-Clause'],2018-06-15
Los Alamos National Laboratory (LANL),0.0,Development,['Other'],2018-06-15
Lawrence Livermore National Laboratory (LLNL),81943.2,Production,['BSD-3-Clause'],2018-06-19
Los Alamos National Laboratory (LANL),1565.6,Production,['BSD-3-Clause'],2018-06-19
Los Alamos National Laboratory (LANL),1352.8,Production,['BSD-3-Clause'],2018-06-19
Sandia National Laboratories (SNL),14075.2,Development,['BSD-3-Clause'],2018-06-20
SLAC National Accelerator Laboratory (SLAC),7919.2,Development,['Other'],2018-06-21
National Renewable Energy Laboratory (NREL),5122.4,Production,['BSD-3-Clause'],2018-06-26
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['GPL-3.0'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),1936723.2,Production,['Other'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['GPL-3.0'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),0.0,Production,['MIT'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['Other'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['Other'],2018-06-27
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['BSD-3-Clause'],2018-06-27
Office of Scientific and Technical Information (OSTI),13619.2,Development,['LGPL-3.0'],2018-07-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-02
Office of Scientific and Technical Information (OSTI),895128.0,Development,['LGPL-3.0'],2018-07-02
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-02
Pacific Northwest National Laboratory (PNNL),54856.8,Development,['BSD-3-Clause'],2018-07-02
Princeton Plasma Physics Laboratory (PPPL),0.0,Development,['Other'],2018-07-03
Office of Scientific and Technical Information (OSTI),104697.6,Development,['BSD-3-Clause'],2018-07-06
Office of Scientific and Technical Information (OSTI),31980.8,Development,['MIT'],2018-07-06
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-06
Los Alamos National Laboratory (LANL),5836.8,Production,['BSD-3-Clause'],2018-07-09
Office of Scientific and Technical Information (OSTI),8320267.2,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),117511.2,Development,['MIT'],2018-07-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),532.0,Development,['LGPL-3.0'],2018-07-10
Office of Scientific and Technical Information (OSTI),16993.6,Development,['Other'],2018-07-10
Fermi National Accelerator Laboratory (FNAL),364.8,Production,['GPL-3.0'],2018-07-10
Office of Scientific and Technical Information (OSTI),0.0,Development,['LGPL-2.1'],2018-07-10
Office of Scientific and Technical Information (OSTI),612924.8,Development,['MIT'],2018-07-10
Office of Scientific and Technical Information (OSTI),213088.8,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),213088.8,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),213088.8,Development,['Other'],2018-07-10
Office of Scientific and Technical Information (OSTI),213088.8,Development,['Other'],2018-07-10
Lawrence Berkeley National Laboratory (LBNL),119426.4,Development,['Other'],2018-07-10
Los Alamos National Laboratory (LANL),4605.6,Production,['GPL-3.0'],2018-07-10
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['LGPL-2.1'],2018-07-10
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-10
Fermi National Accelerator Laboratory (FNAL),425.6,Production,['MIT'],2018-07-10
Fermi National Accelerator Laboratory (FNAL),0.0,Development,['Apache-2.0'],2018-07-11
Lawrence Berkeley National Laboratory (LBNL),16476.8,Production,['BSD-3-Clause'],2018-07-11
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Office of Scientific and Technical Information (OSTI),8344830.4,Development,['Other'],2018-07-12
Los Alamos National Laboratory (LANL),820.8,Production,['BSD-3-Clause'],2018-07-12
Office of Scientific and Technical Information (OSTI),376960.0,Development,['BSD-3-Clause'],2018-07-13
Office of Scientific and Technical Information (OSTI),448415.2,Development,['Other'],2018-07-13
Office of Scientific and Technical Information (OSTI),0.0,Development,"['Other', 'Apache-2.0']",2018-07-13
Office of Scientific and Technical Information (OSTI),767204.8,Development,"['Other', 'BSD-3-Clause']",2018-07-13
Office of Scientific and Technical Information (OSTI),0.0,Development,['BSD-2-Clause'],2018-07-13
Office of Scientific and Technical Information (OSTI),5605912.0,Development,['Other'],2018-07-13
Lawrence Livermore National Laboratory (LLNL),1976.0,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),1079.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),91.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),425.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),91.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),2796.8,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),8025.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),2599.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),24806.4,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),12828.8,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),3268.0,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),197.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Berkeley National Laboratory (LBNL),0.0,Production,['Other'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),212.8,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),1307.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),21325.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),51269.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),52029.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),0.0,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),10822.4,Development,['Apache-2.0'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),4818.4,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),380.0,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),1033.6,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),2188.8,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),0.0,Development,['Apache-2.0'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),6748.8,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),7828.0,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),1535.2,Development,['BSD-3-Clause'],2018-07-16
Lawrence Livermore National Laboratory (LLNL),1033.6,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),9880.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),167.2,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),273.6,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),2508.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),2340.8,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),6308.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),623.2,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),380.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),760.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),35005.6,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),12403.2,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),5244.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),1444.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),62517.6,Development,['LGPL-2.1'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),0.0,Development,['LGPL-2.1'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),1672.0,Development,['LGPL-2.1'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),456.0,Development,['BSD-3-Clause'],2018-07-17
Lawrence Livermore National Laboratory (LLNL),2614.4,Development,['BSD-3-Clause'],2018-07-17
